Password,Length,Has_Uppercase,Has_Digits,Has_Special
hf][|<z^&:4kk,13,0,1,1
";l<]wa,,b/h",11,0,0,1
ppxxswvmomyikuqguexexyr,23,0,0,0
ksf5rft6ia8hq,13,0,1,0
a65h40yviunlg,13,0,1,0
RG*>Mjwm{Dek(g_|{@sK!,21,1,0,1
(y(/eu{46nd53/*sz,17,0,1,1
zxmwjboc,8,0,0,0
fdr%GhLJy#f*ftZ<us,18,1,0,1
U+AHgl&O@,9,1,0,1
|!g)fiY3q)d4o,13,1,1,1
SkUCFvaI,8,1,0,0
PL=vt4q+i<|>zc<9P+,18,1,1,1
r7onoi0u,8,0,1,0
lAyLQFnDXiTG,12,1,0,0
mjlqkzdxi,9,0,0,0
zp84pbgmqe663lnxp,17,0,1,0
kzCHHuqo%OlNwNB>H,17,1,1,1
/m#3mG-o{fgX;tnp,16,1,1,1
ymjmzgdt,8,0,0,0
ctKFwDna,8,1,0,0
BHXfQbtdVg,10,1,0,0
_h<x.<l}w_Q)aKE-,16,1,0,1
67ems7tf1vgja9c2,16,0,1,0
ufkakwrqpnlau,13,0,0,0
lmb8cxbiktt9gf5x1v,18,0,1,0
mjknylzftljcownbciiw,20,0,0,0
QRNYReUs6J80t,13,1,1,0
eMSQuFITrIXl,12,1,0,0
aQw2bqIIGNYdjzp,15,1,1,0
"YRV}{NW6=Enjed,z6J)f;1?",23,1,1,1
jVBCw/H?Ul$)R)8}g/a^zW,22,1,1,1
68TqqNQojkGJRByjCt4oBmIf,24,1,1,0
CI{d1/}J&Dp2mqSae/KM}GJ,23,1,1,1
eepfzUnIIOZWK,13,1,0,0
lmHZ4PH7oc3Vq04,15,1,1,0
^%o5>%o]*l:;o9d#g,17,0,1,1
ccpmiMRMgRlNyc,14,1,0,0
0zzilecljjuns,13,0,1,0
w..ph({&ydn&*xi,15,0,0,1
gTwjVJiB,8,1,0,0
;.?ep%$&i,9,0,0,1
^I.)N?xAnhP^$f,14,1,0,1
EJXhYsFcRLAhEbQTjP,18,1,0,0
hrcZlWqIDrCBhF,14,1,0,0
bdt/Vd8HEK*y?;jUD]ys,20,1,1,1
^>qdt%>*[?z;|ff,15,0,0,1
ikYXgBkoFTUInumhzgZvoYiE,24,1,0,0
"]<a>*zxtsf;,_/",14,0,1,1
"s&ZfB}}mHjv(=*q,*",17,1,0,1
+nj{+91h%*f-,12,0,1,1
lwdkdtecaxnayzcmdvdblvk,23,0,0,0
afct6zk4nv0,11,0,1,0
kMKTFaiUaTyQbJG,15,1,0,0
x![[=khn#<)zq,13,0,0,1
2ivVkiSI,8,1,1,0
73<VI{27SG4:,12,1,1,1
=&;jx/@#54m9&)0g?,17,0,1,1
ryxbesfirjswbttetkgzaci,23,0,0,0
wg)/y[_?9*#h,12,0,1,1
a*?-/;on#w)3];6t>>?^},21,0,1,1
$<3[2$+%-[,10,0,1,1
"u%y-<e,s_w#",11,0,0,1
CGzKwmwAcR,10,1,0,0
CxRZVQvyCkiD,12,1,0,0
vw|..&lHE%vp__,14,1,1,1
MqyEHnbtzNrRKoRQQM1sY,21,1,1,0
fyqTlmiBC+%lel,14,1,0,1
dcrigyeivphibblxdk,18,0,0,0
qq7o8YyJ0tsI25r9Y,17,1,1,0
lbykicwudzg,11,0,0,0
>z/X[O{1glQ*fj$$$,17,1,1,1
i#be;|2b*/,10,0,1,1
e_t9o=d^m5xdo4d8{$$m,20,0,1,1
ZrrROF0dI0O3gaXOP,17,1,1,0
j+k8pt30_%(9><lk-(,18,0,1,1
o?w.[t!k&jlw[}>h$x(*bs,22,0,0,1
khbZBjADWn2GkkuHJ,17,1,1,0
a|&tt:@7g,9,0,1,1
]{q+&%}{]n^i%=%fo*;,19,0,0,1
OXLTreHcFJAhX,13,1,1,0
VZ6]hG^z3TC5,12,1,1,1
hXWiwu5wNgWk4XFtF,17,1,1,0
eC4LursQn,9,1,1,0
"h7;&@6u+f}+s-,",14,0,1,1
gATfc98shf,10,1,1,0
fd}han+(r#da!>bks*z-j,21,0,0,1
thvorpnwxgdsueugnurgsk,22,0,0,0
nww9;cl+}-w0|5y>f-#z{*7,23,0,1,1
N}Bs{!zTwpa)TcHRZ#_Ca|,22,1,0,1
ZwAojiv7sd,10,1,1,0
wi6327fm6sdf5i,14,0,1,0
PCXt*DQe>,9,1,0,1
:#:mdhv.s<i)k,13,0,0,1
ZkeViOqEFNMA,12,1,0,0
PVZ7zXld5rvbQ5C,15,1,1,0
6cm07qosetjc3yby,16,0,1,0
jxgczgouin,10,0,0,0
oivqphpbigxhlhj,15,0,0,0
ehtgxymftwedvyk,15,0,0,0
M1TROTrGAwrHZ8iUDnr2,20,1,1,0
[n?!t&jx$*a[{ix,15,0,0,1
8e0TOBx9dS,10,1,1,0
f*{m;xe.,8,0,0,1
"h$va]>w*m,",10,0,0,1
dHzczFrktGxDhPVO,16,1,0,0
tzquhnwsemmjkcitnzrv,20,0,0,0
cyh8iio7luvxb,13,0,1,0
"a}5>4j)!vt#@0#0j$lno,1",22,0,1,1
"=^re,5?3+v>>1;y!=:ld(;t_",24,0,1,1
pVAdfsDT,8,1,0,0
on19sKOtZM3wQmgnMesil,21,1,1,0
0Ga];Pe3LAN;{o]!,16,1,1,1
emsdobdcyxazkwuolvmtuuo,23,0,0,0
[jck#oh]ljb=co_ekl}>(],22,0,0,1
vurveqzsdqwxtxtmaliv,20,0,0,0
"#=hr,.<|yr+[z,o)uh",18,0,1,1
ajGc8Ek4/lM?&dZo,16,1,1,1
HqUzbltk,8,1,1,0
8L8Yqg39IY89w,13,1,1,0
"a>+U,}+Or+ev",12,1,0,1
LlMtYajAedaOUeBo,16,1,0,0
E0n1NRC5mUahMnbbpCj,19,1,1,0
wqrn9oq2xzgc,12,0,1,0
scXe2OPJBsdMZfvluut,19,1,1,0
".,vrMa[%<",9,1,0,1
_9!y)l%c,8,0,1,1
kjhqioffqo,10,0,0,0
ihA:$Si%Jv^NXkVC.jP,19,1,0,1
"p:^u@<#)x^x#;,:*$%h?",20,0,0,1
1oX&|z5<,8,1,1,1
tfl5sy53yz9zx4,14,0,1,0
"@rQ=iSU(JdVHO$DeVWfl,}})",24,1,0,1
[.avoyf??ytqxw,14,0,0,1
wexr2nu1vf22nmlli8mbiu,22,0,1,0
n]h.+[.n,8,0,0,1
ZjY-%godl!r>R;=_B?U,19,1,0,1
krO20P1Elu8vpE0LGRx6Ph,22,1,1,0
=unhll)JuKyRo$,14,1,0,1
M77izCaNK9krBEIKAfD,19,1,1,0
Z<-p@#_ilkFPq;=ru!BH,20,1,1,1
k?ZVcZvN#nBb)vZ#aN,18,1,1,1
e4swyldr3erhomy095br32w,23,0,1,0
TebJgr9CAfxJs8uAT2VYu3rb,24,1,1,0
nsrmodyslepoqjpwpve,19,0,0,0
"e$,kRkd{RSu@QweL",16,1,0,1
wTEqVRYsPWy4pCP5O8k1dH0,23,1,1,0
2wi7a0qom,9,0,1,0
>VO}Fv_LsiQ?!kBRSdHz,20,1,0,1
CyaGpvgGxnqtpnnJLSdJC,21,1,0,0
h9?>+x5xyza%L)B,15,1,1,1
m53oz1thjna9ub,14,0,1,0
DoEWtKRoBI,10,1,0,0
pkjeozsiwx5g7voskx,18,0,1,0
myg8fi6iligrqwavwrq4ld,22,0,1,0
[+F(9&Pj]DeTNsa,15,1,1,1
?amC<GAjaGnTZC;hS@7FN|,22,1,1,1
cphvvpbxsqixtyvrnhoik,21,0,0,0
:ws)n!<py98J=Rv,15,1,1,1
yAIz;:kP!@5[>@-],16,1,1,1
@_nrp*t=,8,0,0,1
I)+yB9H?G,9,1,1,1
pzcbsZaSYyhVoSEnSfDLrdF,23,1,0,0
FbUrfESeiDFwGItyetCT,20,1,0,0
dvwhasiet,9,0,0,0
71)^$vd%h|;$=1n_45m,19,0,1,1
7rxTYN2eutV05njAuwc4,20,1,1,0
viib68colh3bm0ujlvlaklx5,24,0,1,0
h8c44ihon2wf8c3w4uy2ie,22,0,1,0
"IrU,/*QYp%-}VB/CU",17,1,0,1
vx27ymmhn0ow60qq,16,0,1,0
rgnyx^{([fnw,12,0,0,1
"+n!#o,8+I",9,1,1,1
nauddzegpkypri,14,0,0,0
8vcb$r3(=9f8,12,0,1,1
zccusxmywkvzldslmfjqzv,22,0,0,0
DOXuvrKsybFOy,13,1,0,0
moqR+]<<*s[/eOyJ,16,1,0,1
@<|j93@n%3350d&__p$,19,0,1,1
dnsbgjjgitfmtcfm,16,0,0,0
i2jawkwcz,9,0,1,0
FJ1EbFNXoPf,11,1,1,0
gC3WHDUNQ3C,11,1,1,0
HFaGZ.J*mO&DdN(/U,17,1,0,1
hk?@$pgwotgo/?pnz,17,0,0,1
isPYoXfXyyaDEwQOAcEgOADk,24,1,0,0
mMhFyAzuzkqIqoKEkXW,19,1,0,0
?[qNL%i&iP??T/L%R.X,19,1,0,1
nflrghryscbwbc,14,0,0,0
gok^^[-f_gpim,13,0,1,1
qr7j6m1wp777h,13,0,1,0
EPW*kbCuYAAPC6ao19ReN,21,1,1,1
zximnvmrtrplyubccw,18,0,0,0
emqOWbLyKHlyqlAxREgv,20,1,0,0
ckkj]zpuvmn},12,0,0,1
vp(h.v<;!x+,11,0,1,1
f=060z%uk]k9yptxd$ns,20,0,1,1
uZrEK(Uth{,10,1,1,1
DTg0NNgyMNdnEiI8bRyEgdTt,24,1,1,0
vbkr:)&xny^zd@<]{%&$<o,22,0,0,1
xBHs4npW2SRrpf4eThRdGdL,23,1,1,0
"-p2{3:c,1$c#5q0%y]j!1z[",23,0,1,1
kaWfylHljyRUDVULtFrcimC,23,1,0,0
]--l+b46aw}v,12,0,1,1
*c;xra.062n,11,0,1,1
G0KpoEzqCVqFj,13,1,1,0
+10|K!E1h=yUV7p,15,1,1,1
mxr3kuwkmcfoagkwli5z7l,22,0,1,0
{*i92k%Rp>:<9CQ,15,1,1,1
8qnG8Cd7WR1S1v,14,1,1,0
nqvTcCaNmUzy,12,1,1,0
7#yUy<{I/xVy@[A,15,1,1,1
-#fw]<)d?]-i>v^/_&{rd,21,0,0,1
#y&ew:+(p&uj,12,0,0,1
qydinl0dz28ydfgiu8yb2ttq,24,0,1,0
vfrKTrFGCQuMkpmgsLxrzKY,23,1,0,0
dhtdpcewoovtfhvqjfghxthv,24,0,0,0
CyyPzt9-;u,10,1,1,1
dspwyrd7o,9,0,1,0
|A7?tN2(e,9,1,1,1
swf=K_yX!-fHxWdEW,17,1,0,1
m275sh01wz41hweqc,17,0,1,0
r!S/Pidpv^IVJB?nR&<iQm,22,1,0,1
cWAmFhhoIadZ,12,1,0,0
Ai-yDNe?T_qS<aG:EdR,19,1,0,1
-u5jdly5k/,10,0,1,1
_t]d0$6_l!4dw3?{},17,0,1,1
lhrgabpcpbpcpzzmvqzwmo,22,0,0,0
bslxbhvu,8,0,0,0
i?ov!sgV|,9,1,1,1
"k/,!p}z17:]j0a9@zc7q0k1s",24,0,1,1
7DIHN93zxdbzfxhAD0UAUfr4,24,1,1,0
"fh,y;}pmxi$ggq",14,0,0,1
FO=Z+Ntn(ds;,12,1,0,1
!vzpyfdi)>|cjr8|[r}i,20,0,1,1
?Z6L):T7_vWlh^2,15,1,1,1
cPEakSPM{kr+N;?Q,16,1,0,1
insbfgsfoumfvmixv,17,0,0,0
c9J62RtsdE8gq6m8,16,1,1,0
Sr20ah5d0gKTFb,14,1,1,0
LOXx%vlOpQ4D|g-Qjhf)ar7%,24,1,1,1
lPJVxYiyiVTxrIEsaKihbbt,23,1,0,0
PSEAfyNdZuoSuaDdJdAN,20,1,0,0
>f^%GdK?Tx+r@*,14,1,0,1
p8he4zi2j1hf,12,0,1,0
i|d+u@toqeo!k(rp=u,18,0,0,1
RXQHuqj80GH8M,13,1,1,0
"j)+b=|,p;k@3$5,b[",17,0,1,1
5pdc8nc0p3d8brbazxrqoao,23,0,1,0
h.iy.%az$ddi*,13,0,0,1
btlgfuticotjduizfnh,19,0,0,0
bds2i92fenrcccyzj,17,0,1,0
k9xhjwx7lev7m322n,17,0,1,0
o?*vhk-o[p#j<e_njf&z,20,0,0,1
i+sucgu@f}xb^s,14,0,0,1
xywlakkhjhlztzpxpnlnah,22,0,0,0
v[Hctz8$z_RykI:8KH>),20,1,1,1
"a^,0*t.ov_]zo8dx0",17,0,1,1
ocn(E}6E.dlZ5Nu<?,17,1,1,1
v)#f#qq$inv*=;),15,0,0,1
rniilaecxerxaqpoihrlnh,22,0,0,0
3c61h9i4yghg3biklh,18,0,1,0
LhQDJjOjzA,10,1,0,0
YJKXgKYz7YfTI,13,1,1,0
jzC#Db{PCxbGC:},15,1,0,1
"X,QP74%P",8,1,1,1
0shsk1ez4owetnb1tis,19,0,1,0
2ksi8lmw2bza4e5f6dyaz1xe,24,0,1,0
d1o46peiaqs4lgtoag563,21,0,1,0
$#x!t>qdegh,11,0,0,1
hr0hsR54klgF,12,1,1,0
OIn85XcDFD0,11,1,1,0
sgmrwerje01l887m3zvv7l9g,24,0,1,0
okDVxaEPsRThvfGkgu,18,1,0,0
:pEWPAS/;SK&hrtORHJVL{A,23,1,0,1
&O?QQ+Kvynydl/,14,1,0,1
;*-_j=u]bj6+m5s2yxota,21,0,1,1
TCWx<ERu,8,1,1,1
fvtrramkvefmy,13,0,0,0
+I/|Pc=7D+eJv,13,1,1,1
j?$f|[wk#Ng]+pzrb@d)Uc.,23,1,0,1
;wy{Wr.|Yl%%++,14,1,0,1
ZOBlIrHMzarhHTnhqEX,19,1,0,0
e%|j0+!|2s^fo?z$,16,0,1,1
szwgfuylfakjdhd,15,0,0,0
"zr&{v)*am},+var",15,0,0,1
aomydtoyypacuc,14,0,0,0
uHzduohSoiEYYCTjrVmQ,20,1,0,0
wVQGWPUgzmaoFxx,15,1,0,0
tdyQUnCsYVcyfswMJyxfsB,22,1,0,0
kpnwvruupwzaqjotkwur,20,0,0,0
jkv4oko6s2klafmdxkx,19,0,1,0
"to=??{.^]b!@!#!v_{*w,",21,0,0,1
LEqmtrRJ,8,1,0,0
O%:e#]xoY<&[{11($,17,1,1,1
hiagctnadgncevzf,16,0,0,0
xpnzvoa8sb10t3iy76yeiu,22,0,1,0
c=}zc/p+e)p:izerg[:_,20,0,0,1
onspnjtyeyup,12,0,1,0
xlxjiiilyjy,11,0,0,0
ZEkGfzdiTvMnrFSLhvpzL,21,1,0,0
"o:)-!,}y",8,0,0,1
>ni^_#82t32x_6b}f>;o?sll,24,0,1,1
!q%{r{)gc,9,0,0,1
"aef&<}-@7b.m5ct&,k83j0#n",24,0,1,1
yxfyqaq3msfipwjxtz,18,0,1,0
EHTlFDXqvxUqTuF,15,1,0,0
y8z0xu2d7z00t4yxzhr,19,0,1,0
"=|adx,vg",8,0,1,1
XhH>cBxdD;{xsY^QShdd,20,1,0,1
DykMXmxGC,9,1,0,0
yGPwWbEvTquK,12,1,0,0
jtkhaazppbhmonokidnq,20,0,0,0
n:%zSB-eSJ[H,12,1,0,1
IjgdneFWeSGOn,13,1,0,0
JejVZxZZiKoBOuWgB,17,1,0,0
"2,I+-_s|=e",10,1,1,1
orpatoahpesjjjimdscjujl,23,0,0,0
ftevgprqswbowqoezqkb,20,0,0,0
|y>|[+>o{c@b,12,0,0,1
a.eze%&ue>e,11,0,0,1
}+y+zYw5q^TEV9ag9XMM.&U,23,1,1,1
?m/%[%d%.de/d(?:#.atq;,22,0,0,1
91t0otxskqeu3ux,15,0,1,0
KS@mEn{Bt-OK&X>Lxe;,19,1,0,1
IAB2xE7WPmIlo,13,1,1,0
izuwwldpcekchyes,16,0,0,0
bTlQ80D2O0ARE0rhB49xuWM,23,1,1,0
Urpe1hVO94XgVlmfMyQwgp,22,1,1,0
[/}csfp+[t:&iqi@;m,18,0,0,1
"_&mo-Mc;XzTx!D,Z{fLSq",21,1,0,1
uVimbhNa,8,1,0,0
+c!?a.^L(M)w<n=,15,1,0,1
}e-)wk=phb-*,12,0,0,1
uB{aFr{l,8,1,1,1
%bD|;L!]I|kQH*cAI}CHA,21,1,0,1
]p:#96^l%?:0*gt(c$=dge,22,0,1,1
;vrx]z=/]ljy%;af%*r,19,0,1,1
l9#mEkLC+1}TT|mi6GXVL,21,1,1,1
gl9o1t51qc5etfwi,16,0,1,0
h:/i{);r,8,0,0,1
fw6.{3jgLJN^NEp{NLRk?1M3,24,1,1,1
aVzt*-y+,8,1,0,1
|%_;*%e+w+w!!^t^g,17,0,0,1
UVYDGnXhm,9,1,1,0
QEmx%>wNEmaAL>JJ?s#A/B_,23,1,0,1
8cyjua311xuwriw667jm,20,0,1,0
FyrWznIVkZaMhNPOJzvtdu,22,1,0,0
E8]T_!d3!t-MH2?}r,17,1,1,1
5CYcBVMS8KqL1n6D5KtP6,21,1,1,0
EROQYpCvIIhAGMcNHTP,19,1,0,0
clbdzfjxcbianmhve,17,0,0,0
"4/y7,5/6h@h)$^*k^l*w",20,0,1,1
bOCtKBafjgSZQanYzhKZYZL,23,1,0,0
igrqkg66aeedaxy7j6kb,20,0,1,0
LF!!.NRN%^P*BOPwfx)k}m,22,1,1,1
XkdQvF#oW;.dy)@H,16,1,0,1
pwqbcizfhcpiyvnzsuyb,20,0,0,0
sieBCaTxNpRPFZsAhMmiqfNL,24,1,0,0
_0M-QrnSR6Ug#X=xX]KpF!,22,1,1,1
iGADkfWqwtO,11,1,0,0
trjsfqpgrbwmqpojbplksh,22,0,0,0
d<;^w_?=&u_;,12,0,0,1
gwbdmgbvrznrwurprxwbf,21,0,0,0
_^e@f0fH&2$|6hWJ[t,18,1,1,1
|qc12$?[3?%)?][p^t+00@,22,0,1,1
%=]1y9j+(j7x{5cy8f&d{?__,24,0,1,1
wcqgkyslazuaylybfaxsl,21,0,0,0
eljy7uayeuaoazkx,16,0,1,0
PP)ivLd%S?)mZC>%m:;z*,21,1,0,1
vljrdhcrirseyupvgpvbjtt,23,0,0,0
"2!o#la^r*,8(;#jk2g$.|l",22,0,1,1
pjSrEETsATj,11,1,0,0
u$&l=j-r%bi,11,0,0,1
hsqrocwfacoeukvhyqtvtfbf,24,0,0,0
d*[oyw|dqux*-o!;mvh,19,0,0,1
FI;Pm|O2C5y+{82h,16,1,1,1
:#4wvfzg3,9,0,1,1
?a_!c{/%u,9,0,0,1
nuxbqxjyoyxmcpfccwofaga,23,0,0,0
Ys:&r{*O,8,1,0,1
sc5O2rSie5,10,1,1,0
YAsaGkYOW*PrEuzy;Pg,19,1,0,1
)md?d<fnx|&%,12,0,0,1
gWej5aTBP9h4,12,1,1,0
r5k&f6k*g=^$v&3,15,0,1,1
mJccyDsbsjGBdzkEhlBzZ,21,1,0,0
jwjUorheBZdkdQCPJfwUy,21,1,0,0
IpZbWSVAEALEFwuhOw,18,1,1,0
4;yBrz$YzaS5QTRb,16,1,1,1
jljtellbwnvaje,14,0,0,0
7>0[d2x5s{)q}t7??ng1,20,0,1,1
mfMCVgXcQIV0,12,1,1,0
jncfmjrsgqtybgwok,17,0,0,0
ifbdsumbsldjtjtnbqrly,21,0,0,0
T0GRfNnAe8nGWrgMmQB0c57,23,1,1,0
givbdhx6?fc,11,0,1,1
fg<d;@v|:%z=q,13,0,0,1
MG-O<dzN},9,1,0,1
iGG96xQicmLq2vMUJTtIy0y,23,1,1,0
",z$ih<^bmp@;z|_[a",17,0,0,1
uGxNIVSugcLF,12,1,0,0
kkyczecyqdz,11,0,0,0
gjhc#d@q8bop^z1&s0z(,20,0,1,1
t;^_=!a}mf|)rr,14,0,0,1
mhHrHXnjLGBoEFcZ,16,1,0,0
fds$]^c=i*.cz=m[{,17,0,0,1
wQ93OOTJvFYKBG9vBntuF,21,1,1,0
Xccu577lVjVSngo7LcJ,19,1,1,0
Xt0WLZiB?yH&>y]Ao]O,19,1,1,1
9hky0kifp0y,11,0,1,0
UxpgMTXGZRFx7YY,15,1,1,0
soh06x6igr10f4zjvyv06t,22,0,1,0
pttrytcjzysxofoxa,17,0,0,0
CFcZtjNeYmyarV,14,1,0,0
oI}o:jrF$>)&QIHt,16,1,0,1
KKqEOtuQqQARYvtD,16,1,0,0
079js0r4via,11,0,1,0
tAZKhlZZZCdzYnWvW,17,1,0,0
h9wmdrzr,8,0,1,0
v@M5*SH0_,9,1,1,1
"l)#/?*r<-}i1#]>y0b,",19,0,1,1
58as4pvodbxoa57f,16,0,1,0
gtoxpjzeiqznavehfgkafbhm,24,0,0,0
"hjK{_F$>tPl;=+R%,AL",19,1,0,1
xen52541kmbtsmw,15,0,1,0
qs%#^}@^]qd-,12,0,0,1
"[_,h<qt?m.q-s-@p",16,0,0,1
@eu$:]{d34,10,0,1,1
Dbe42SSdc7YGrAHYcb,18,1,1,0
x|N|=PWNxM[Ejt>,15,1,0,1
NPEdt&eh#Ai!FF$E.{&f=K*,23,1,0,1
WLX4VW5NcbxY,12,1,1,0
"s].[-UXQk$+*_,?vmKM",19,1,0,1
pjfzedfasoqe,12,0,0,0
CSqKTVDUffxSHPMR,16,1,0,0
khyifMXXrrQiU,13,1,0,0
NSbtRYJJggMZnFaVlDyqd,21,1,0,0
<phuo^:xy,9,0,0,1
=D7zpaIVR2}Y#J:h,16,1,1,1
KaBVVSbYdbLoHZPbQfY,19,1,0,0
lpjtqlhsmzqmmzjsp,17,0,0,0
KDalFkqFTVJRInHqIQGFQ,21,1,0,0
t1{AHD0:wEtg^b;nxr,18,1,1,1
hQJDLnvRKQpbGfatbarnZNKX,24,1,0,0
GIyuP6jkMMVgYyS,15,1,1,0
)=>(wk3%a1pv,12,0,1,1
W.wbWH-fiP+g,12,1,0,1
zMtkgIHIODOpoxkbXmW,19,1,0,0
vncklxsxvlunjykgyawaib,22,0,0,0
"tqCwA5BGFMO8,as",15,1,1,1
5h9:{#0nk;bykge|y90zv.?,23,0,1,1
-UW@3mwTV,9,1,1,1
8z>[{NyZpbmGq6H,15,1,1,1
<*zh=j^__o,10,0,0,1
)kx4qxsbb|MO]%L;0WM>I,21,1,1,1
>xma/mg+ds:)cc_p,16,0,0,1
^..{q[c=),9,0,0,1
dIUUZQdhzebhZqf,15,1,0,0
lAfERPK99g,10,1,1,0
^}iw[>_s)+p)(f<d.,17,0,0,1
j#?V!:S.,8,1,1,1
"LX0*s*br&ZT,",12,1,1,1
hNXiEjcFcl,10,1,0,0
"xyxdz,{{u)<*}@*i?**!v_*k",24,0,0,1
XQhyJDJwn,9,1,0,0
>b+(+w%ccd,10,0,0,1
xqdhaktekftch,13,0,0,0
47x4m8yxr7euj4yp8hr9,20,0,1,0
evutwgpefneo,12,0,0,0
tJjxDRChhZz,11,1,0,0
h?:^eys6]t,10,0,1,1
ifykh7dru3ppn2wz3vodq6vd,24,0,1,0
c6ae56sxkzn9uatz8n2fn43h,24,0,1,0
gGDxTAoBg6zXruLgRB6rqVb,23,1,1,0
Z5vT1sLt8edk54,14,1,1,0
[*/::!?c{g@^)#&jr,17,0,0,1
hlatgxhibhaofnivdhufrqiz,24,0,0,0
D/pnkaJzvsqd,12,1,0,1
DjFT1r?_8qi,11,1,1,1
ufiy7srz1k55ymwm3,17,0,1,0
pnqoksvytxsnloqkg,17,0,0,0
lf?t1d:#>q(hq,13,0,1,1
"ir1-rh=,*H",10,1,1,1
"mr86x._,f*(:o(vs",16,0,1,1
"v:n<,]a;!n/;wa/?d#co",20,0,0,1
dongalpsk,9,0,1,0
*dXwQR$%Fsc$;gPb^Oh$K,21,1,0,1
nek:#*/s/%etb(wo(b,18,0,1,1
%Ruxo<O?uFMdXZ,14,1,1,1
"x&9f#r:d7,{}gce]p",17,0,1,1
hAZRSWEnxhg,11,1,0,0
qas1<>n#q)+i5*542cu@8,21,0,1,1
ywfozyqmz7027eh509guyo0,23,0,1,0
MGdvuDD7haHMzNbX,16,1,1,0
O)@!igRlw{@g,12,1,0,1
zvcvvr9vwfs0mj28dt,18,0,1,0
1qzfkevfjh6cwtv8it,18,0,1,0
"<iefn8?r.&%,",12,0,1,1
$auh4r44@_5)3,13,0,1,1
1ga1nipaquwqwok8mk3141s,23,0,1,0
znafxmisiplkwhj,15,0,0,0
:n5b;z:7r,9,0,1,1
QmqWxDIRzikljL,14,1,0,0
k.lzt?)!,8,0,0,1
"/u,.],*%hw",10,0,0,1
eq-w?wlzi{<&>?]e,16,0,0,1
kawjmfiuf09h,12,0,1,0
1gxwqucgownswu1f6,17,0,1,0
0j?2x)1n{y[*esp,15,0,1,1
(f+ZD+.dq}%.f+w,15,1,0,1
hkzwjhzgofzjmcjs,16,0,0,0
4lxpc2wciw6s,12,0,1,0
psDGlDtXZTLnaVHeGONNrzP,23,1,0,0
fmpMxPQxYtfLrVJptHaaNHOo,24,1,0,0
sayoalcjzdhfqbqmfbk,19,0,0,0
VixzsXmIksVlxyWMQRkPNusi,24,1,0,0
-{WG$xwn_sed,12,1,0,1
"nn%xee(>,g}&?",13,0,0,1
|?ic:fby{ils]}f?po!dnx,22,0,0,1
rmyrkcrkze,10,0,0,0
**za!r{=xt&cw,13,0,0,1
SgIljzWfSJHQAN71x,17,1,1,0
ff>iaSC|u::gP-)_)YI,19,1,0,1
mtqgixtjblkzlvminhwxrf,22,0,0,0
wz?u9%+|95u3d7$/,16,0,1,1
l29:?qli2[f.3u,14,0,1,1
p#vNiI@5+}3z8Ql=b5nId&Z,23,1,1,1
ba8cufbf8cjjfrpavkyxxm,22,0,1,0
:T0!x.I5CZemZ[B<,16,1,1,1
j2LEJuzLB6Efx87R5ZV5EmR,23,1,1,0
4fmtEhlZZCO1,12,1,1,0
KD/97ZR1tvp4h8@,15,1,1,1
kz<L)kW;$atwt[mXV#gM,20,1,0,1
u6#bUiLX$4goaA,14,1,1,1
!=x+>!]vmsj<$c%n,16,0,0,1
?)<wce1u!sy2{x,14,0,1,1
MmHDfUThfawQTngklG,18,1,0,0
=r^a/)>vb;*!>ve^![dc/tf,23,0,0,1
LhptwJzCsLckSYSfmndmKJ,22,1,0,0
;FE^*qd:Ix,10,1,1,1
:U%*kdXtWLDJzVx=,16,1,0,1
KU^h{{JvD.y@WC+bB,17,1,0,1
ely7c-ec7w5:@$wmq},18,0,1,1
w+k!86G8wx;k9@V,15,1,1,1
i8mnvb0lp6bwyps,15,0,1,0
"h|wj,,(#^e6",11,0,1,1
fjrzamks32qi896ngw,18,0,1,0
/>w^#3D57|Kh%WD@R,17,1,1,1
brq3v..x2$d,11,0,1,1
&^5k0!1b,8,0,1,1
gb_/:at:^g,10,0,1,1
RbxcG9mSOuZvUaf7v1MYfn2,23,1,1,0
eusp5pn9pg1c,12,0,1,0
XHzyBid6t5wC,12,1,1,0
rimmcmtczi,10,0,0,0
MemBaqhBpDcNadU,15,1,0,0
87k3ekbrxox8,12,0,1,0
oMlMRp/D.Vv<NylKyS_L,20,1,0,1
faae5gbh8c0,11,0,1,0
fvndjyedqaag,12,0,0,0
"a>aEXuxAh<,i%qZkOb[",19,1,0,1
qIYjMeiQpKKojsuyd,17,1,0,0
Jq;?CF-)jy|+BcOZ],17,1,0,1
"od/,ag7_s5>{>>(hj1u|z0t^",24,0,1,1
vfwthhkxzulq,12,0,0,0
mgpvIwxUWigdsUOhrezk,20,1,0,0
:s]4K[G}HIy|MxO<Jk<f!,21,1,1,1
A^A-_t(4W9skz/%9DKL-6$,22,1,1,1
ktjqgprd,8,0,0,0
amdhvobcl,9,0,0,0
GLJaodcWEUZGBZcH,16,1,0,0
1zcymupa38ph4xji0k2jtbi,23,0,1,0
ZNnYWrYPTwIaksqxENGrc,21,1,0,0
"]^q<,}&vr-^liv?;;^:w_b<%",24,0,0,1
*TQJjmn?,8,1,0,1
C6wWXasQEnGZU7hDGlsWtP4K,24,1,1,0
#P6;J=]AC{),11,1,1,1
HjLLi1rNid8vjkqGNjRt,20,1,1,0
e=|xz$:(}xgf{y|j{<f@sp%c,24,0,0,1
jxoepqudugdt,12,0,0,0
